Date,Latitude,Longitude,CO2_Concentration
2023-09-09,-18.78050036628447,-172.21711567271657,430.6784894270862
2023-09-09,-71.27217103003474,15.46282076769046,406.9581709658463
2023-09-09,-62.82623048474177,64.86523048232968,409.92169458417584
2023-09-09,17.441339071375225,31.361887299171684,434.40216896354883
2023-09-09,-46.7424166106677,25.12609561449395,418.13760934615664
2023-09-09,70.36613871498622,96.8594721745975,404.8986757323687
2023-09-09,77.99118095547342,87.32769216381507,401.9613730542342
2023-09-09,57.613972287537166,-107.23602877474632,411.7512244909239
2023-09-09,-87.43554298867693,-15.457291244326882,397.8258685573769
2023-09-09,73.63117779662016,-30.80822806794407,404.22583647630995
2023-09-10,-18.78050036628447,-172.21711567271657,431.4566986539533
2023-09-10,-71.27217103003474,15.46282076769046,405.2501073018851
2023-09-10,-62.82623048474177,64.86523048232968,407.7907232759685
2023-09-10,17.441339071375225,31.361887299171684,433.1286289230294
2023-09-10,-46.7424166106677,25.12609561449395,415.5854213427595
2023-09-10,70.36613871498622,96.8594721745975,408.23526737146295
2023-09-10,77.99118095547342,87.32769216381507,401.3637534620552
2023-09-10,57.613972287537166,-107.23602877474632,406.7928571218659
2023-09-10,-87.43554298867693,-15.457291244326882,397.38630864096365
2023-09-10,73.63117779662016,-30.80822806794407,402.3166950845942
2023-09-11,-18.78050036628447,-172.21711567271657,432.94943089855894
2023-09-11,-71.27217103003474,15.46282076769046,405.3540756720677
2023-09-11,-62.82623048474177,64.86523048232968,408.51057222166816
2023-09-11,17.441339071375225,31.361887299171684,432.14641772751594
2023-09-11,-46.7424166106677,25.12609561449395,418.08424141095645
2023-09-11,70.36613871498622,96.8594721745975,408.02766689681977
2023-09-11,77.99118095547342,87.32769216381507,403.82596202998855
2023-09-11,57.613972287537166,-107.23602877474632,412.1716888199294
2023-09-11,-87.43554298867693,-15.457291244326882,396.6539593269975
2023-09-11,73.63117779662016,-30.80822806794407,400.4978583063546
2023-09-12,-18.78050036628447,-172.21711567271657,430.5902818941511
2023-09-12,-71.27217103003474,15.46282076769046,407.96785530018184
2023-09-12,-62.82623048474177,64.86523048232968,409.71905033087967
2023-09-12,17.441339071375225,31.361887299171684,429.32546498473664
2023-09-12,-46.7424166106677,25.12609561449395,415.5806294104658
2023-09-12,70.36613871498622,96.8594721745975,403.1471015782585
2023-09-12,77.99118095547342,87.32769216381507,400.62166736905
2023-09-12,57.613972287537166,-107.23602877474632,413.1326579952078
2023-09-12,-87.43554298867693,-15.457291244326882,394.8448563483434
2023-09-12,73.63117779662016,-30.80822806794407,406.7770173516702
2023-09-13,-18.78050036628447,-172.21711567271657,431.43557933161844
2023-09-13,-71.27217103003474,15.46282076769046,407.3841983764711
2023-09-13,-62.82623048474177,64.86523048232968,411.1868849663639
2023-09-13,17.441339071375225,31.361887299171684,431.3026956731219
2023-09-13,-46.7424166106677,25.12609561449395,419.5217043368946
2023-09-13,70.36613871498622,96.8594721745975,406.07372170236306
2023-09-13,77.99118095547342,87.32769216381507,402.79412168769835
2023-09-13,57.613972287537166,-107.23602877474632,406.55912255384743
2023-09-13,-87.43554298867693,-15.457291244326882,399.4738501283243
2023-09-13,73.63117779662016,-30.80822806794407,400.20299717548806
2023-09-14,-18.78050036628447,-172.21711567271657,428.3048450096739
2023-09-14,-71.27217103003474,15.46282076769046,407.3542429549153
2023-09-14,-62.82623048474177,64.86523048232968,409.25312234823264
2023-09-14,17.441339071375225,31.361887299171684,432.13144913133806
2023-09-14,-46.7424166106677,25.12609561449395,418.31981226791424
2023-09-14,70.36613871498622,96.8594721745975,405.7894219369083
2023-09-14,77.99118095547342,87.32769216381507,399.80116783810945
2023-09-14,57.613972287537166,-107.23602877474632,414.02640902091144
2023-09-14,-87.43554298867693,-15.457291244326882,400.83062826975134
2023-09-14,73.63117779662016,-30.80822806794407,402.9722502759821
2023-09-15,-18.78050036628447,-172.21711567271657,430.90547908263017
2023-09-15,-71.27217103003474,15.46282076769046,400.6684641423399
2023-09-15,-62.82623048474177,64.86523048232968,404.90792513618914
2023-09-15,17.441339071375225,31.361887299171684,434.66856760717394
2023-09-15,-46.7424166106677,25.12609561449395,418.4157968101194
2023-09-15,70.36613871498622,96.8594721745975,405.4715777016667
2023-09-15,77.99118095547342,87.32769216381507,400.3579118518645
2023-09-15,57.613972287537166,-107.23602877474632,414.47523958289185
2023-09-15,-87.43554298867693,-15.457291244326882,400.1101909127601
2023-09-15,73.63117779662016,-30.80822806794407,405.941250092081
2023-09-16,-18.78050036628447,-172.21711567271657,431.22422449330253
2023-09-16,-71.27217103003474,15.46282076769046,403.08039157955665
2023-09-16,-62.82623048474177,64.86523048232968,409.49098192846213
2023-09-16,17.441339071375225,31.361887299171684,431.4163823651163
2023-09-16,-46.7424166106677,25.12609561449395,413.827844005876
2023-09-16,70.36613871498622,96.8594721745975,406.0764683789508
2023-09-16,77.99118095547342,87.32769216381507,400.6996851633708
2023-09-16,57.613972287537166,-107.23602877474632,412.29466527808836
2023-09-16,-87.43554298867693,-15.457291244326882,398.3347611077814
2023-09-16,73.63117779662016,-30.80822806794407,405.85832030642564
2023-09-17,-18.78050036628447,-172.21711567271657,432.12208546202044
2023-09-17,-71.27217103003474,15.46282076769046,405.9800129065362
2023-09-17,-62.82623048474177,64.86523048232968,410.8018370838893
2023-09-17,17.441339071375225,31.361887299171684,432.2831895310216
2023-09-17,-46.7424166106677,25.12609561449395,418.668542578326
2023-09-17,70.36613871498622,96.8594721745975,404.5682156734943
2023-09-17,77.99118095547342,87.32769216381507,396.89492794095236
2023-09-17,57.613972287537166,-107.23602877474632,411.197136831205
2023-09-17,-87.43554298867693,-15.457291244326882,393.6306701749038
2023-09-17,73.63117779662016,-30.80822806794407,405.3486414367436
2023-09-18,-18.78050036628447,-172.21711567271657,429.4064464763698
2023-09-18,-71.27217103003474,15.46282076769046,404.5804450184086
2023-09-18,-62.82623048474177,64.86523048232968,411.5281176609819
2023-09-18,17.441339071375225,31.361887299171684,432.38044993224906
2023-09-18,-46.7424166106677,25.12609561449395,415.1706715430044
2023-09-18,70.36613871498622,96.8594721745975,405.12487422438704
2023-09-18,77.99118095547342,87.32769216381507,402.64884991466795
2023-09-18,57.613972287537166,-107.23602877474632,412.67732345151364
2023-09-18,-87.43554298867693,-15.457291244326882,393.8988075427901
2023-09-18,73.63117779662016,-30.80822806794407,405.62569434130444
2023-09-19,-18.78050036628447,-172.21711567271657,430.8986642987223
2023-09-19,-71.27217103003474,15.46282076769046,404.2979411318156
2023-09-19,-62.82623048474177,64.86523048232968,406.1902444722009
2023-09-19,17.441339071375225,31.361887299171684,430.4714236941241
2023-09-19,-46.7424166106677,25.12609561449395,416.2570206951156
2023-09-19,70.36613871498622,96.8594721745975,406.2191813212977
2023-09-19,77.99118095547342,87.32769216381507,402.95342028931094
2023-09-19,57.613972287537166,-107.23602877474632,409.9029520720861
2023-09-19,-87.43554298867693,-15.457291244326882,394.86360851004366
2023-09-19,73.63117779662016,-30.80822806794407,406.25692563008676
2023-09-20,-18.78050036628447,-172.21711567271657,431.69973636673745
2023-09-20,-71.27217103003474,15.46282076769046,403.91621613733594
2023-09-20,-62.82623048474177,64.86523048232968,409.91556506563967
2023-09-20,17.441339071375225,31.361887299171684,433.32642158881464
2023-09-20,-46.7424166106677,25.12609561449395,415.1183801706117
2023-09-20,70.36613871498622,96.8594721745975,404.9028625800835
2023-09-20,77.99118095547342,87.32769216381507,399.86982932327317
2023-09-20,57.613972287537166,-107.23602877474632,413.9925123748251
2023-09-20,-87.43554298867693,-15.457291244326882,396.28158675530966
2023-09-20,73.63117779662016,-30.80822806794407,408.38932125349055
2023-09-21,-18.78050036628447,-172.21711567271657,430.2517341210145
2023-09-21,-71.27217103003474,15.46282076769046,404.48434662472954
2023-09-21,-62.82623048474177,64.86523048232968,407.8056013678893
2023-09-21,17.441339071375225,31.361887299171684,428.83910419184076
2023-09-21,-46.7424166106677,25.12609561449395,416.59931480648635
2023-09-21,70.36613871498622,96.8594721745975,403.5275941341092
2023-09-21,77.99118095547342,87.32769216381507,402.68849089935094
2023-09-21,57.613972287537166,-107.23602877474632,408.6749950123388
2023-09-21,-87.43554298867693,-15.457291244326882,399.05716499829657
2023-09-21,73.63117779662016,-30.80822806794407,403.15894535446273
2023-09-22,-18.78050036628447,-172.21711567271657,431.56653584268577
2023-09-22,-71.27217103003474,15.46282076769046,406.3153225573976
2023-09-22,-62.82623048474177,64.86523048232968,410.8490902484638
2023-09-22,17.441339071375225,31.361887299171684,432.9219334366181
2023-09-22,-46.7424166106677,25.12609561449395,419.82843135857115
2023-09-22,70.36613871498622,96.8594721745975,408.76599904922887
2023-09-22,77.99118095547342,87.32769216381507,400.0685065512969
2023-09-22,57.613972287537166,-107.23602877474632,413.39438982594584
2023-09-22,-87.43554298867693,-15.457291244326882,397.42973703897155
2023-09-22,73.63117779662016,-30.80822806794407,406.2251229499054
2023-09-23,-18.78050036628447,-172.21711567271657,432.4020434452473
2023-09-23,-71.27217103003474,15.46282076769046,403.2062200847169
2023-09-23,-62.82623048474177,64.86523048232968,410.0965456538827
2023-09-23,17.441339071375225,31.361887299171684,430.25913361821534
2023-09-23,-46.7424166106677,25.12609561449395,414.2403462362961
2023-09-23,70.36613871498622,96.8594721745975,405.21268904133655
2023-09-23,77.99118095547342,87.32769216381507,402.07685034059654
2023-09-23,57.613972287537166,-107.23602877474632,412.2575375185797
2023-09-23,-87.43554298867693,-15.457291244326882,394.2084777909804
2023-09-23,73.63117779662016,-30.80822806794407,400.60937198866066
2023-09-24,-18.78050036628447,-172.21711567271657,427.7768533041865
2023-09-24,-71.27217103003474,15.46282076769046,404.29997885429685
2023-09-24,-62.82623048474177,64.86523048232968,411.00377975336465
2023-09-24,17.441339071375225,31.361887299171684,430.4993709424652
2023-09-24,-46.7424166106677,25.12609561449395,415.1765384831809
2023-09-24,70.36613871498622,96.8594721745975,402.41891398095606
2023-09-24,77.99118095547342,87.32769216381507,402.8924497434922
2023-09-24,57.613972287537166,-107.23602877474632,412.8342931170631
2023-09-24,-87.43554298867693,-15.457291244326882,396.2988492806943
2023-09-24,73.63117779662016,-30.80822806794407,407.9258326176798
2023-09-25,-18.78050036628447,-172.21711567271657,430.16515261471665
2023-09-25,-71.27217103003474,15.46282076769046,402.9411595410214
2023-09-25,-62.82623048474177,64.86523048232968,407.60114910407583
2023-09-25,17.441339071375225,31.361887299171684,432.71726526731237
2023-09-25,-46.7424166106677,25.12609561449395,412.70950544981173
2023-09-25,70.36613871498622,96.8594721745975,404.4339535457047
2023-09-25,77.99118095547342,87.32769216381507,402.78645113550806
2023-09-25,57.613972287537166,-107.23602877474632,412.89992835830236
2023-09-25,-87.43554298867693,-15.457291244326882,395.848794360595
